"kolam_png_hash","artist_id","jathi_standard_all","size","entropy","entropy_exponentiated","total_gestures","n_unique_gestures","gesture_gini","density","age","duration_practice"
"696614b","fs8",1,4,1.33,3.78104338756878,40,4,0.2,2.5,20,10
"a00f345","fs8",1,7,1.18,3.25437420288967,48,4,0.416666666666667,0.979591836734694,20,10
"b2097da","fs8",1,4,1.15,3.15819290968977,28,4,0.428571428571429,1.75,20,10
"d0ae5db","fs8",1,4,1.19,3.28708120738312,36,4,0.444444444444444,2.25,20,10
"e411316","fs8",1,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,20,10
"f8021b9","fs8",1,4,1.21,3.35348465254902,32,4,0.416666666666667,2,20,10
"34fd336","gxx",12,9,1.18,3.25437420288967,108,6,0.674074074074074,1.33333333333333,16,4
"611e2b5","gxx",12,11,1.5,4.48168907033806,137,7,0.586374695863747,1.13223140495868,16,4
"73dee49","gxx",12,11,1.1,3.00416602394643,144,4,0.537037037037037,1.1900826446281,16,4
"69971a9","gxx",12,9,1.15,3.15819290968977,156,5,0.602564102564103,1.92592592592593,16,4
"fffb8fb","gxx",12,11,1.1,3.00416602394643,161,5,0.639751552795031,1.33057851239669,16,4
"ee1c679","gxx",12,6,1.6,4.95303242439511,38,6,0.347368421052632,1.05555555555556,16,4
"bac9fba","gxx",12,11,1.32,3.74342137726086,189,5,0.502645502645503,1.56198347107438,16,4
"47fae8d","h1e",12,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,28,16
"e5b927c","h1e",12,5,0.93,2.53450917761785,65,4,0.641025641025641,2.6,28,16
"f0945c9","h1e",12,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,28,16
"0fa248d","h1e",12,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,28,16
"1c912be","h1e",12,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,28,16
"25ec5a1","h1e",12,4,0.72,2.05443321064389,48,3,0.666666666666667,3,28,16
"3530ae9","h1e",12,5,1.36,3.89619330179521,25,5,0.44,1,28,16
"40a9655","h1e",12,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,28,16
"53321b0","h1e",12,4,1.04,2.82921701435156,32,3,0.25,2,28,16
"55c52e6","h1e",12,5,1.52,4.57222519514216,23,7,0.565217391304348,0.92,28,16
"5a5079f","h1e",12,7,1.84,6.29653826102666,36,9,0.506944444444444,0.73469387755102,28,16
"5efb132","h1e",12,3,0.64,1.89648087930495,24,2,0.333333333333333,2.66666666666667,28,16
"64e7c89","h1e",12,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,28,16
"652427f","h1e",12,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,28,16
"7a2f140","h1e",12,4,1.21,3.35348465254902,32,4,0.416666666666667,2,28,16
"7f6b87b","h1e",12,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,28,16
"81a7d22","h1e",12,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,28,16
"82cbc6c","h1e",12,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,28,16
"8948643","h1e",12,5,0.74,2.09593551449436,32,3,0.625,1.28,28,16
"a5248f0","h1e",12,3,1.09,2.97427407256307,20,4,0.533333333333333,2.22222222222222,28,16
"c706bec","h1e",12,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,28,16
"d25d441","h1e",12,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,28,16
"d7cee38","h1e",12,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,28,16
"d8d1239","h1e",12,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,28,16
"ea828d3","h1e",12,3,1.26,3.52542148736538,18,4,0.37037037037037,2,28,16
"f4a9b5f","h1e",12,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,28,16
"2748140","h1e",12,5,1.19,3.28708120738312,57,5,0.614035087719298,2.28,28,16
"2a52e89","h1e",12,5,1.24,3.45561346476268,48,4,0.388888888888889,1.92,28,16
"3aaa519","h1e",12,23,0.83,2.29331874026418,222,4,0.675675675675676,0.419659735349716,28,16
"5a3b6e1","h1e",12,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,28,16
"747811c","h1e",12,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,28,16
"8c7a0f4","h1e",12,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,28,16
"8ee4844","h1e",12,5,0.97,2.63794445935415,65,5,0.707692307692308,2.6,28,16
"91acb06","h1e",12,7,1.19,3.28708120738312,65,5,0.6,1.3265306122449,28,16
"948c675","h1e",12,5,1.4,4.05519996684467,48,6,0.566666666666667,1.92,28,16
"ade7e4b","h1e",12,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,28,16
"c35ede0","h1e",12,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,28,16
"f27444d","h1e",12,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,28,16
"fa2e0be","h1e",12,5,0.97,2.63794445935415,56,3,0.392857142857143,2.24,28,16
"0566830","h1e",12,6,1.33,3.78104338756878,56,5,0.5,1.55555555555556,28,16
"74c061b","h1e",12,21,1.26,3.52542148736538,496,4,0.360215053763441,1.12471655328798,28,16
"88d0d5f","h1e",12,6,0.82,2.27049983753241,64,4,0.708333333333333,1.77777777777778,28,16
"d1a2725","h1e",12,6,0.6,1.82211880039051,50,3,0.76,1.38888888888889,28,16
"2138d8f","h1e",12,6,1.52,4.57222519514216,36,5,0.277777777777778,1,28,16
"a1281c8","h1e",12,9,1.66,5.2593108444469,80,6,0.32,0.987654320987654,28,16
"bed9226","h1e",12,7,1.12,3.064854203293,44,4,0.515151515151515,0.897959183673469,28,16
"d82ef70","h1e",12,4,0.8,2.22554092849247,28,3,0.571428571428571,1.75,28,16
"0053112","h2e",6,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,28,18
"35fe170","h2e",6,5,1.45,4.26311451516882,25,6,0.52,1,28,18
"4458aeb","h2e",6,4,1.59,4.90374892832662,30,6,0.413333333333333,1.875,28,18
"44ae5ae","h2e",6,4,0.72,2.05443321064389,48,3,0.666666666666667,3,28,18
"5e79ff6","h2e",6,6,0.93,2.53450917761785,72,3,0.444444444444444,2,28,18
"6625b88","h2e",6,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,28,18
"692a327","h2e",6,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,28,18
"751b08c","h2e",6,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,28,18
"86a994d","h2e",6,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,28,18
"aeedc91","h2e",6,5,0.74,2.09593551449436,32,3,0.625,1.28,28,18
"bc57345","h2e",6,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,28,18
"c2957b4","h2e",6,5,0.93,2.53450917761785,65,4,0.641025641025641,2.6,28,18
"c5682ed","h2e",6,4,0.69,1.99371553324308,16,2,0,1,28,18
"cc4388c","h2e",6,4,1.33,3.78104338756878,40,4,0.2,2.5,28,18
"da9f892","h2e",6,3,1.36,3.89619330179521,12,4,0.166666666666667,1.33333333333333,28,18
"f395aab","h2e",6,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,28,18
"4b2826f","h2e",6,7,1.52,4.57222519514216,52,6,0.446153846153846,1.06122448979592,28,18
"baecce1","h2e",6,5,1.2,3.32011692273655,52,4,0.435897435897436,2.08,28,18
"091b0a2","hbc",1,6,0.56,1.7506725002961,72,3,0.777777777777778,2,28,20
"1fcc10d","hbc",1,5,0.92,2.5092903899363,64,3,0.4375,2.56,28,20
"402e5b7","hbc",1,5,1.27,3.56085256235552,18,4,0.333333333333333,0.72,28,20
"87c3e58","hbc",1,6,0.92,2.5092903899363,58,4,0.655172413793103,1.61111111111111,28,20
"9301d9e","hbc",1,2,0,1,4,1,NA,1,28,20
"e7e9e89","hbc",1,6,1.06,2.88637098926796,34,3,0.235294117647059,0.944444444444444,28,20
"f685207","hbc",1,5,1.63,5.10387471853673,36,7,0.490740740740741,1.44,28,20
"fc12325","hbc",1,5,1.67,5.31216779718117,18,6,0.311111111111111,0.72,28,20
"03ea63c","hbc",1,4,0.92,2.5092903899363,22,3,0.454545454545455,1.375,28,20
"2f02ebb","hbc",1,3,1.39,4.0148500529942,16,4,0,1.77777777777778,28,20
"303e57c","hbc",1,8,1.34,3.81904350536634,92,6,0.6,1.4375,28,20
"4551e60","hbc",1,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,28,20
"5b5ef8c","hbc",1,5,1.86,6.42373677142913,48,7,0.25,1.92,28,20
"a8cb195","hbc",1,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,28,20
"aec7f0f","hbc",1,7,1.1,3.00416602394643,56,4,0.476190476190476,1.14285714285714,28,20
"c366606","hbc",1,6,1.61,5.00281122783359,38,7,0.517543859649123,1.05555555555556,28,20
"ed130b4","hbc",1,5,0.89,2.43512965128987,48,3,0.5,1.92,28,20
"019b22a","hhx",1,4,0.67,1.95423732063594,20,2,0.2,1.25,28,18
"27e1b7c","hhx",1,5,1.47,4.34923514106274,48,6,0.466666666666667,1.92,28,18
"57b3a47","hhx",1,11,1.16,3.18993327611618,121,5,0.619834710743802,1,28,18
"e4dab5e","hhx",1,5,0.61,1.84043139878164,80,3,0.75,3.2,28,18
"92d8c1b","hhx",1,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,28,18
"b7d57eb","hhx",1,4,0.93,2.53450917761785,18,4,0.666666666666667,1.125,28,18
"19b245b","hrm",6,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,16,6
"1ccef06","hrm",6,5,1.23,3.42122953628967,53,4,0.408805031446541,2.12,16,6
"219227b","hrm",6,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,16,6
"25aaa4c","hrm",6,5,1.14,3.12676836518616,25,4,0.493333333333333,1,16,6
"9863ce9","hrm",6,7,1.65,5.20697982717985,48,7,0.486111111111111,0.979591836734694,16,6
"bf2485b","hrm",6,7,1.36,3.89619330179521,38,5,0.473684210526316,0.775510204081633,16,6
"1c565d7","hrm",6,11,1.28,3.59663972556928,128,7,0.703125,1.05785123966942,16,6
"b4e4c88","hrm",6,9,1.45,4.26311451516882,88,6,0.509090909090909,1.08641975308642,16,6
"047693d","hrm",6,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,16,6
"1d6fa4e","hrm",6,3,1.09,2.97427407256307,20,4,0.533333333333333,2.22222222222222,16,6
"2164862","hrm",6,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,16,6
"2234f51","hrm",6,5,0.97,2.63794445935415,56,3,0.392857142857143,2.24,16,6
"23cbe71","hrm",6,5,0.85,2.33964685192599,68,3,0.529411764705882,2.72,16,6
"3198def","hrm",6,5,1.32,3.74342137726086,30,5,0.466666666666667,1.2,16,6
"3863e72","hrm",6,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,16,6
"43a8eee","hrm",6,3,1.56,4.75882124513785,16,5,0.1875,1.77777777777778,16,6
"51eb02d","hrm",6,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,16,6
"52bec7d","hrm",6,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,16,6
"636e1af","hrm",6,2,0,1,4,1,NA,1,16,6
"7177cae","hrm",6,5,1.23,3.42122953628967,53,4,0.408805031446541,2.12,16,6
"bc01de3","hrm",6,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,16,6
"cfb1137","hrm",6,5,1.01,2.74560101501692,65,4,0.6,2.6,16,6
"dff9d1b","hrm",6,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,16,6
"e2c03be","hrm",6,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,16,6
"fe54dbc","hrm",6,3,1.09,2.97427407256307,20,4,0.533333333333333,2.22222222222222,16,6
"053bbdd","i05",10,7,1.12,3.064854203293,68,5,0.654411764705882,1.38775510204082,31,12
"2b9991b","i05",10,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,31,12
"31c1cbc","i05",10,5,0.88,2.41089970641721,64,3,0.4375,2.56,31,12
"459514c","i05",10,5,0.95,2.58570965931585,50,3,0.4,2,31,12
"5ce196a","i05",10,7,1,2.71828182845905,76,4,0.605263157894737,1.55102040816327,31,12
"7dd244e","i05",10,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,31,12
"97356e6","i05",10,5,1.27,3.56085256235552,48,4,0.333333333333333,1.92,31,12
"b2a897d","i05",10,16,0.9,2.45960311115695,348,4,0.681992337164751,1.359375,31,12
"c69325d","i05",10,5,1.01,2.74560101501692,56,4,0.595238095238095,2.24,31,12
"eef5dc4","i05",10,5,0.79,2.20339642625594,72,5,0.798611111111111,2.88,31,12
"af8e6db","i05",10,15,1.27,3.56085256235552,248,4,0.336021505376344,1.10222222222222,31,12
"f5f14a9","i05",10,10,0.9,2.45960311115695,250,6,0.7584,2.5,31,12
"bc0dbc8","i05",10,15,0.94,2.55998141832927,296,4,0.657657657657658,1.31555555555556,31,12
"a9dd1b8","i05",10,9,0.98,2.66445624192942,196,4,0.619047619047619,2.41975308641975,31,12
"c3d1c7f","i05",10,9,0.87,2.38691085352428,140,4,0.69047619047619,1.72839506172839,31,12
"a6931bd","i41",15,5,1.52,4.57222519514216,26,6,0.446153846153846,1.04,27,12
"c65a0bb","i41",15,5,1.32,3.74342137726086,48,5,0.520833333333333,1.92,27,12
"d749bac","i41",15,5,1.15,3.15819290968977,40,5,0.625,1.6,27,12
"0dbe28f","i41",15,5,1.25,3.49034295746184,28,5,0.535714285714286,1.12,27,12
"1626bcc","i41",15,6,0.69,1.99371553324308,50,4,0.786666666666667,1.38888888888889,27,12
"548dd1f","i41",15,4,0.92,2.5092903899363,44,4,0.666666666666667,2.75,27,12
"8a9f120","i41",15,5,0.82,2.27049983753241,32,4,0.708333333333333,1.28,27,12
"a72ff9c","i41",15,6,1.76,5.81243739440259,30,8,0.495238095238095,0.833333333333333,27,12
"d8186e5","i41",15,4,1.43,4.17869919192325,28,5,0.339285714285714,1.75,27,12
"ed4e3d1","i41",15,5,1.25,3.49034295746184,28,5,0.535714285714286,1.12,27,12
"7841d30","i41",15,5,1.24,3.45561346476268,48,4,0.388888888888889,1.92,27,12
"8329e96","i41",15,6,1.57,4.80664819377518,36,8,0.595238095238095,1,27,12
"6c72270","i53",15,5,1.15,3.15819290968977,40,5,0.625,1.6,32,14
"6dfeeef","i53",15,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,32,14
"c8e21d5","i53",15,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,32,14
"d6b613d","i53",15,6,1.24,3.45561346476268,48,4,0.333333333333333,1.33333333333333,32,14
"f3773b0","i53",15,9,1.17,3.2219926385285,88,4,0.46969696969697,1.08641975308642,32,14
"1e1126f","i53",15,5,1.2,3.32011692273655,24,4,0.444444444444444,0.96,32,14
"6f6ceba","i53",15,5,1.36,3.89619330179521,25,5,0.44,1,32,14
"c2e0248","i53",15,3,1.23,3.42122953628967,18,4,0.37037037037037,2,32,14
"e8b34fe","i53",15,7,0.83,2.29331874026418,80,4,0.7,1.63265306122449,32,14
"3f623da","i53",15,4,0.95,2.58570965931585,40,3,0.4,2.5,32,14
"469315f","i53",15,3,1.53,4.61817682229978,17,5,0.176470588235294,1.88888888888889,32,14
"5035986","i53",15,4,1,2.71828182845905,28,3,0.285714285714286,1.75,32,14
"50907f7","i53",15,4,1.26,3.52542148736538,32,4,0.333333333333333,2,32,14
"27d37aa","i53",15,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,32,14
"3c62be4","i53",15,5,1.25,3.49034295746184,28,5,0.535714285714286,1.12,32,14
"f2936f1","i53",15,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,32,14
"4f6f323","ifu",10,8,0.9,2.45960311115695,116,3,0.482758620689655,1.8125,47,34
"6cab286","ifu",10,9,0.94,2.55998141832927,98,5,0.75,1.20987654320988,47,34
"839b360","ifu",10,7,1.05,2.85765111806316,100,4,0.546666666666667,2.04081632653061,47,34
"a55a5a3","ifu",10,6,1.16,3.18993327611618,76,4,0.473684210526316,2.11111111111111,47,34
"c7122a0","ifu",10,6,0.92,2.5092903899363,54,4,0.666666666666667,1.5,47,34
"cbcba85","ifu",10,9,1.15,3.15819290968977,111,6,0.711711711711712,1.37037037037037,47,34
"f2b25b4","ifu",10,9,0.89,2.43512965128987,136,5,0.720588235294118,1.67901234567901,47,34
"fb9156f","ifu",10,8,1.04,2.82921701435156,118,4,0.581920903954802,1.84375,47,34
"2be60bb","ifu",10,8,0.99,2.69123447234926,154,4,0.627705627705628,2.40625,47,34
"51bb2f8","ifu",10,8,0.88,2.41089970641721,164,4,0.691056910569106,2.5625,47,34
"a11ee94","ifu",10,10,0.96,2.61169647342312,150,5,0.746666666666667,1.5,47,34
"ac64a90","ifu",10,8,0.95,2.58570965931585,154,4,0.627705627705628,2.40625,47,34
"b9e3722","ifu",10,8,1.04,2.82921701435156,148,4,0.585585585585586,2.3125,47,34
"6824955","ifu",10,10,0.85,2.33964685192599,162,4,0.707818930041152,1.62,47,34
"ba0e75a","ifu",10,16,0.88,2.41089970641721,422,5,0.71563981042654,1.6484375,47,34
"6e94b37","ifu",10,10,1.15,3.15819290968977,120,6,0.703333333333333,1.2,47,34
"6eab882","ifu",10,11,1.28,3.59663972556928,120,4,0.327777777777778,0.991735537190083,47,34
"c4cf31f","ifu",10,11,1.06,2.88637098926796,144,5,0.690972222222222,1.1900826446281,47,34
"0d4dd88","iha",17,5,1.29,3.63278655575281,46,5,0.543478260869565,1.84,30,15
"24d4e65","iha",17,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,30,15
"5ad4b11","iha",17,5,1.21,3.35348465254902,32,4,0.416666666666667,1.28,30,15
"fa1cf1b","iha",17,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,30,15
"217040d","iha",17,7,1.17,3.2219926385285,46,4,0.449275362318841,0.938775510204082,30,15
"335e089","iha",17,4,1.33,3.78104338756878,18,4,0.222222222222222,1.125,30,15
"138191a","iha",17,4,0.95,2.58570965931585,40,3,0.4,2.5,30,15
"2bea698","iha",17,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,30,15
"3fff4c3","iha",17,3,1.85,6.35981952260183,11,7,0.272727272727273,1.22222222222222,30,15
"52c2a25","iha",17,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,30,15
"65ef491","iha",17,3,1.53,4.61817682229978,17,5,0.176470588235294,1.88888888888889,30,15
"798ef46","iha",17,5,1.03,2.80106583469908,36,4,0.537037037037037,1.44,30,15
"7e70614","iha",17,3,1.09,2.97427407256307,20,4,0.533333333333333,2.22222222222222,30,15
"80a1f62","iha",17,3,1.44,4.22069581699655,14,5,0.392857142857143,1.55555555555556,30,15
"81c91fd","iha",17,5,1.05,2.85765111806316,65,5,0.692307692307692,2.6,30,15
"92819f7","iha",17,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,30,15
"981e3e0","iha",17,4,0.72,2.05443321064389,48,3,0.666666666666667,3,30,15
"a3ab12f","iha",17,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,30,15
"ab046d3","iha",17,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,30,15
"ab54af5","iha",17,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,30,15
"dee42bc","iha",17,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,30,15
"e076426","iha",17,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,30,15
"f6d8327","iha",17,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,30,15
"8240de3","iha",17,5,1.35,3.85742553069697,28,6,0.542857142857143,1.12,30,15
"93c8ba0","iha",17,4,0.67,1.95423732063594,20,2,0.2,1.25,30,15
"cce6612","iha",17,4,1.01,2.74560101501692,12,3,0.333333333333333,0.75,30,15
"8ae0583","iha",17,7,1.45,4.26311451516882,60,5,0.366666666666667,1.22448979591837,30,15
"dc2b953","iha",17,7,0.89,2.43512965128987,65,5,0.753846153846154,1.3265306122449,30,15
"072af8b","ik4",6,4,0.67,1.95423732063594,20,2,0.2,1.25,20,10
"1c5295c","ik4",6,6,1.09,2.97427407256307,32,3,0.0625,0.888888888888889,20,10
"a11eb47","ik4",6,4,1.22,3.38718773362133,20,4,0.4,1.25,20,10
"f5e0375","ik4",6,4,1.56,4.75882124513785,20,5,0.2,1.25,20,10
"f7cedde","ik4",6,9,1.05,2.85765111806316,80,3,0.25,0.987654320987654,20,10
"31ed359","ik4",6,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,20,10
"334cf7c","ik4",6,5,1.21,3.35348465254902,32,4,0.416666666666667,1.28,20,10
"6353c5f","ik4",6,7,1.32,3.74342137726086,57,6,0.6,1.16326530612245,20,10
"ad4cf84","ik4",6,2,0,1,4,1,NA,1,20,10
"b63bc52","ik4",6,4,1.47,4.34923514106274,42,6,0.523809523809524,2.625,20,10
"dd1c1fa","ik4",6,5,1.21,3.35348465254902,36,4,0.407407407407407,1.44,20,10
"ef08580","ik4",6,5,1.67,5.31216779718117,14,6,0.285714285714286,0.56,20,10
"fe400c8","ik4",6,5,1.47,4.34923514106274,40,5,0.35,1.6,20,10
"0a715cb","ils",15,7,0.63,1.87761057926434,72,4,0.777777777777778,1.46938775510204,21,6
"927f445","ils",15,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,21,6
"935c8e7","ils",15,7,1.31,3.7061737122102,57,7,0.690058479532164,1.16326530612245,21,6
"bec4e0e","ils",15,3,1.21,3.35348465254902,9,4,0.407407407407407,1,21,6
"20c0300","ils",15,9,1.01,2.74560101501692,176,4,0.590909090909091,2.17283950617284,21,6
"4270fdb","ils",15,9,1.14,3.12676836518616,96,6,0.716666666666667,1.18518518518519,21,6
"51dd3b6","ils",15,12,1.03,2.80106583469908,46,3,0.304347826086957,0.319444444444444,21,6
"867dd8d","ils",15,12,1.07,2.915379499977,34,5,0.676470588235294,0.236111111111111,21,6
"2ed58e7","ils",15,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,21,6
"321907e","ils",15,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,21,6
"3f457d2","ils",15,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,21,6
"440af4b","ils",15,5,1.02,2.7731947639643,48,4,0.583333333333333,1.92,21,6
"469b9d4","ils",15,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,21,6
"4b1506f","ils",15,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,21,6
"58d6da1","ils",15,5,1.19,3.28708120738312,26,4,0.435897435897436,1.04,21,6
"640aef5","ils",15,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,21,6
"77cf6a0","ils",15,4,0.67,1.95423732063594,20,2,0.2,1.25,21,6
"9ba8db0","ils",15,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,21,6
"9dc0c6d","ils",15,5,0.95,2.58570965931585,49,4,0.63265306122449,1.96,21,6
"b617370","ils",15,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,21,6
"b9e683d","ils",15,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,21,6
"c34ba79","ils",15,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,21,6
"ca55ddb","ils",15,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,21,6
"2c826c9","ils",15,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,21,6
"454c5ea","ils",15,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,21,6
"8f2411b","ils",15,7,1.36,3.89619330179521,41,5,0.463414634146341,0.836734693877551,21,6
"07d3f84","is6",15,5,0.85,2.33964685192599,68,3,0.529411764705882,2.72,48,38
"2ddc45e","is6",15,7,1.34,3.81904350536634,57,5,0.473684210526316,1.16326530612245,48,38
"327d94e","is6",15,5,1.31,3.7061737122102,49,5,0.510204081632653,1.96,48,38
"5b37907","is6",15,5,1.15,3.15819290968977,49,5,0.63265306122449,1.96,48,38
"5dfdc22","is6",15,7,1.3,3.66929666761924,57,5,0.508771929824561,1.16326530612245,48,38
"632e5f1","is6",15,11,0.38,1.46228458943422,200,3,0.88,1.65289256198347,48,38
"671b504","is6",15,6,1.33,3.78104338756878,56,5,0.5,1.55555555555556,48,38
"7309269","is6",15,9,1.24,3.45561346476268,80,4,0.366666666666667,0.987654320987654,48,38
"9aeadf4","is6",15,7,1.04,2.82921701435156,49,4,0.578231292517007,1,48,38
"d427de1","is6",15,9,1.52,4.57222519514216,80,6,0.46,0.987654320987654,48,38
"f0c1d0a","is6",15,7,1.63,5.10387471853673,52,6,0.353846153846154,1.06122448979592,48,38
"fd7c0de","is6",15,15,1.19,3.28708120738312,248,4,0.43010752688172,1.10222222222222,48,38
"0481e92","is6",15,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,48,38
"1cb9d71","is6",15,5,0.61,1.84043139878164,80,3,0.75,3.2,48,38
"651e87a","is6",15,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,48,38
"685d802","is6",15,3,1.23,3.42122953628967,18,4,0.37037037037037,2,48,38
"79b72c9","is6",15,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,48,38
"c84e6b8","is6",15,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,48,38
"2814879","is6",15,5,1.34,3.81904350536634,41,4,0.203252032520325,1.64,48,38
"333ca50","is6",15,7,0.56,1.7506725002961,72,3,0.777777777777778,1.46938775510204,48,38
"aade23e","is6",15,7,1.04,2.82921701435156,49,4,0.578231292517007,1,48,38
"e178fe6","is6",15,5,0.74,2.09593551449436,32,3,0.625,1.28,48,38
"e3de68f","is6",15,3,1.09,2.97427407256307,20,4,0.533333333333333,2.22222222222222,48,38
"fff5f91","is6",15,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,48,38
"1632edf","is6",15,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,48,38
"2c9c485","is6",15,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,48,38
"940c8db","is6",15,7,1.16,3.18993327611618,69,4,0.468599033816425,1.40816326530612,48,38
"ced91d5","is6",15,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,48,38
"051f4de","iti",1,6,0.93,2.53450917761785,72,3,0.444444444444444,2,25,15
"42baed8","iti",1,5,0.79,2.20339642625594,72,3,0.611111111111111,2.88,25,15
"44dc196","iti",1,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,25,15
"912e365","iti",1,7,1.63,5.10387471853673,52,6,0.353846153846154,1.06122448979592,25,15
"d64b2da","iti",1,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,25,15
"d9343ad","iti",1,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,25,15
"4a4cdc6","iti",1,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,25,15
"5b0d9a5","iti",1,9,1.06,2.88637098926796,188,5,0.648936170212766,2.32098765432099,25,15
"60a6db4","iti",1,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,25,15
"79ce92d","iti",1,5,0.95,2.58570965931585,49,4,0.63265306122449,1.96,25,15
"94dc326","iti",1,7,1.03,2.80106583469908,52,4,0.58974358974359,1.06122448979592,25,15
"c770c55","iti",1,6,1.5,4.48168907033806,34,6,0.482352941176471,0.944444444444444,25,15
"e4f9b34","iti",1,7,1.37,3.93535069547047,56,5,0.428571428571429,1.14285714285714,25,15
"149f65d","iti",1,11,1.67,5.31216779718117,62,10,0.634408602150538,0.512396694214876,25,15
"2161672","iti",1,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,25,15
