"kolam_png_hash","artist_id","jathi_standard_all","size","entropy","entropy_exponentiated","total_gestures","n_unique_gestures","gesture_gini","density","age","duration_practice"
"905b6dd","nt7",6,9,1.6,4.95303242439511,89,7,0.48314606741573,1.09876543209877,20,10
"b3d3006","nt7",6,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,20,10
"d35b600","nt7",6,7,1,2.71828182845905,81,4,0.580246913580247,1.6530612244898,20,10
"7b5a1ee","nt7",6,7,1.52,4.57222519514216,52,6,0.446153846153846,1.06122448979592,20,10
"da89ad1","nt7",6,13,1.22,3.38718773362133,168,4,0.380952380952381,0.994082840236686,20,10
"13b2d83","nt7",6,7,0.56,1.7506725002961,72,3,0.777777777777778,1.46938775510204,20,10
"5cb0516","nuk",12,5,0.99,2.69123447234926,56,4,0.619047619047619,2.24,27,14
"aee8f2a","nuk",12,8,1.06,2.88637098926796,96,4,0.555555555555556,1.5,27,14
"37d061b","nuk",12,5,0.56,1.7506725002961,48,2,0.5,1.92,27,14
"aeeccfe","nuk",12,7,1.26,3.52542148736538,61,4,0.355191256830601,1.24489795918367,27,14
"0dae2d0","nuk",12,4,0.93,2.53450917761785,18,4,0.666666666666667,1.125,27,14
"2eae191","nuk",12,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,27,14
"52d9f47","nuk",12,3,1.53,4.61817682229978,17,5,0.176470588235294,1.88888888888889,27,14
"53ad7c5","nuk",12,7,1.16,3.18993327611618,69,4,0.468599033816425,1.40816326530612,27,14
"6d43c2e","nuk",12,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,27,14
"72cd547","nuk",12,5,0.89,2.43512965128987,56,3,0.5,2.24,27,14
"774b365","nuk",12,6,0.63,1.87761057926434,50,4,0.826666666666667,1.38888888888889,27,14
"8bf99af","nuk",12,3,1.26,3.52542148736538,20,5,0.525,2.22222222222222,27,14
"94d643b","nuk",12,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,27,14
"c9dc476","nuk",12,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,27,14
"e5c2c6a","nuk",12,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,27,14
"f8a6479","nuk",12,9,1.22,3.38718773362133,89,5,0.573033707865168,1.09876543209877,27,14
"02e49ca","nuk",12,5,1.36,3.89619330179521,25,5,0.44,1,27,14
"16d76fc","nuk",12,8,0.48,1.61607440219289,98,4,0.884353741496599,1.53125,27,14
"1e01cbc","nuk",12,9,1.45,4.26311451516882,88,6,0.509090909090909,1.08641975308642,27,14
"2e4a1ef","nuk",12,9,1.66,5.2593108444469,81,7,0.448559670781893,1,27,14
"12be52e","nuk",12,5,0.74,2.09593551449436,32,3,0.625,1.28,27,14
"1589f5c","nuk",12,4,1.28,3.59663972556928,14,4,0.333333333333333,0.875,27,14
"4c09c62","nuk",12,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,27,14
"708df4a","nuk",12,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,27,14
"729a972","nuk",12,19,2.05,7.76790110630677,214,13,0.577881619937695,0.592797783933518,27,14
"799a016","nuk",12,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,27,14
"8dadd06","nuk",12,7,1.31,3.7061737122102,60,7,0.666666666666667,1.22448979591837,27,14
"995cb5f","nuk",12,5,1.36,3.89619330179521,49,7,0.666666666666667,1.96,27,14
"0982403","nux",12,3,1.5,4.48168907033806,18,6,0.488888888888889,2,31,17
"137e339","nux",12,3,1.35,3.85742553069697,14,4,0.142857142857143,1.55555555555556,31,17
"13e2192","nux",12,3,1.26,3.52542148736538,18,4,0.37037037037037,2,31,17
"18ed03c","nux",12,3,1.35,3.85742553069697,16,4,0.166666666666667,1.77777777777778,31,17
"1e4fd40","nux",12,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,31,17
"3d8b586","nux",12,5,0.97,2.63794445935415,65,4,0.641025641025641,2.6,31,17
"58ec8cc","nux",12,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,31,17
"9e12986","nux",12,3,1.09,2.97427407256307,20,4,0.533333333333333,2.22222222222222,31,17
"ab44d03","nux",12,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,31,17
"b2b151e","nux",12,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,31,17
"b726b66","nux",12,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,31,17
"b9958a5","nux",12,4,0.72,2.05443321064389,48,3,0.666666666666667,3,31,17
"c48cccb","nux",12,5,1.32,3.74342137726086,47,5,0.51063829787234,1.88,31,17
"e1cfd2c","nux",12,5,1.06,2.88637098926796,57,5,0.684210526315789,2.28,31,17
"e5145e3","nux",12,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,31,17
"f810305","nux",12,5,0.9,2.45960311115695,65,4,0.682051282051282,2.6,31,17
"295eb10","nux",12,6,1.14,3.12676836518616,38,4,0.473684210526316,1.05555555555556,31,17
"44b76c1","nux",12,5,1.14,3.12676836518616,33,4,0.454545454545455,1.32,31,17
"500dea1","nux",12,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,31,17
"652995a","nux",12,4,1.35,3.85742553069697,28,4,0.142857142857143,1.75,31,17
"9964768","nux",12,7,1.34,3.81904350536634,57,5,0.473684210526316,1.16326530612245,31,17
"9c2bc9a","nux",12,6,1.45,4.26311451516882,38,5,0.368421052631579,1.05555555555556,31,17
"c56af93","nux",12,4,1.22,3.38718773362133,38,5,0.578947368421053,2.375,31,17
"d835af5","nux",12,4,0.67,1.95423732063594,20,2,0.2,1.25,31,17
"2c5f9d4","o7e",6,7,1.27,3.56085256235552,73,6,0.621917808219178,1.48979591836735,32,17
"37fd4d0","o7e",6,7,1.25,3.49034295746184,53,4,0.358490566037736,1.08163265306122,32,17
"e13a485","o7e",6,7,1.16,3.18993327611618,69,4,0.468599033816425,1.40816326530612,32,17
"e3f4e0a","o7e",6,7,1.04,2.82921701435156,73,5,0.698630136986301,1.48979591836735,32,17
"10f55a9","o7e",6,11,1.34,3.81904350536634,136,5,0.485294117647059,1.12396694214876,32,17
"bb62add","o7e",6,9,1.13,3.09565650012471,92,4,0.507246376811594,1.1358024691358,32,17
"0cd65a4","o7e",6,4,0.95,2.58570965931585,40,3,0.4,2.5,32,17
"2b5425f","o7e",6,5,1.35,3.85742553069697,28,6,0.542857142857143,1.12,32,17
"2c800b6","o7e",6,5,0.74,2.09593551449436,32,3,0.625,1.28,32,17
"37272d9","o7e",6,4,1.26,3.52542148736538,32,4,0.333333333333333,2,32,17
"8b3756b","o7e",6,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,32,17
"962331a","o7e",6,5,1.7,5.4739473917272,24,7,0.388888888888889,0.96,32,17
"a6156ae","o7e",6,4,1.21,3.35348465254902,32,4,0.416666666666667,2,32,17
"db78321","o7e",6,7,0.89,2.43512965128987,65,5,0.753846153846154,1.3265306122449,32,17
"ee3c66a","o7e",6,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,32,17
"f4bcdcb","o7e",6,7,1.41,4.09595540407118,44,5,0.409090909090909,0.897959183673469,32,17
"208bf8e","o7e",6,7,1.27,3.56085256235552,65,5,0.538461538461538,1.3265306122449,32,17
"54b4ea2","o7e",6,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,32,17
"5673891","o7e",6,7,1.34,3.81904350536634,57,5,0.473684210526316,1.16326530612245,32,17
"cb70a23","o7e",6,7,1.14,3.12676836518616,64,4,0.5,1.30612244897959,32,17
"e095223","o7e",6,9,1.78,5.92985641859115,80,7,0.366666666666667,0.987654320987654,32,17
"009f278","o7e",6,9,1,2.71828182845905,96,4,0.583333333333333,1.18518518518519,32,17
"41c6a56","o7e",6,10,0.39,1.47698079388264,162,3,0.876543209876543,1.62,32,17
"0ba7ec2","ogs",17,3,1.53,4.61817682229978,17,5,0.176470588235294,1.88888888888889,48,38
"2b5069f","ogs",17,6,1.25,3.49034295746184,34,4,0.372549019607843,0.944444444444444,48,38
"495b997","ogs",17,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,48,38
"576bcf7","ogs",17,4,0.95,2.58570965931585,40,3,0.4,2.5,48,38
"656c19a","ogs",17,5,1.19,3.28708120738312,26,4,0.435897435897436,1.04,48,38
"73813cc","ogs",17,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,48,38
"8443842","ogs",17,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,48,38
"8ecf634","ogs",17,6,0.6,1.82211880039051,50,3,0.76,1.38888888888889,48,38
"e04c5fb","ogs",17,6,1.44,4.22069581699655,38,6,0.473684210526316,1.05555555555556,48,38
"63ef27b","ogs",17,5,1.24,3.45561346476268,48,4,0.333333333333333,1.92,48,38
"6b5d2e4","ogs",17,11,1,2.71828182845905,120,3,0.366666666666667,0.991735537190083,48,38
"7016c0c","ogs",17,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,48,38
"d72301c","ogs",17,4,1.45,4.26311451516882,28,5,0.321428571428571,1.75,48,38
"d9a14a7","ogs",17,7,1.28,3.59663972556928,56,4,0.333333333333333,1.14285714285714,48,38
"e7f5d8b","ogs",17,9,1.13,3.09565650012471,92,4,0.507246376811594,1.1358024691358,48,38
"4fac0f2","ooe",15,11,1.2,3.32011692273655,129,5,0.565891472868217,1.06611570247934,38,26
"55f985f","ooe",15,11,1.59,4.90374892832662,129,8,0.59468438538206,1.06611570247934,38,26
"634f2f8","ooe",15,9,1.31,3.7061737122102,84,6,0.633333333333333,1.03703703703704,38,26
"8bc41da","ooe",15,11,1.12,3.064854203293,137,5,0.62043795620438,1.13223140495868,38,26
"d47ed29","ooe",15,9,1.53,4.61817682229978,89,7,0.554307116104869,1.09876543209877,38,26
"dfc8b8c","ooe",15,11,1.23,3.42122953628967,108,5,0.574074074074074,0.892561983471074,38,26
"0a62706","ooe",15,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,38,26
"0c48e45","ooe",15,4,0.95,2.58570965931585,40,3,0.4,2.5,38,26
"4661382","ooe",15,4,1.35,3.85742553069697,28,4,0.142857142857143,1.75,38,26
"681c5bd","ooe",15,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,38,26
"6870555","ooe",15,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,38,26
"6c35b97","ooe",15,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,38,26
"7b9dfa2","ooe",15,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,38,26
"91bf59b","ooe",15,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,38,26
"a9ce4ce","ooe",15,5,0.74,2.09593551449436,32,3,0.625,1.28,38,26
"e173caf","ooe",15,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,38,26
"06be789","ort",10,4,0.67,1.95423732063594,20,2,0.2,1.25,24,5
"06be789","ort",10,4,0.67,1.95423732063594,20,2,0.2,1.25,24,5
"1699892","ort",10,4,0.72,2.05443321064389,48,3,0.666666666666667,3,24,5
"1699892","ort",10,4,0.72,2.05443321064389,48,3,0.666666666666667,3,24,5
"1bc5cf2","ort",10,7,1.19,3.28708120738312,56,6,0.692857142857143,1.14285714285714,24,5
"1bc5cf2","ort",10,7,1.19,3.28708120738312,56,6,0.692857142857143,1.14285714285714,24,5
"28e4d09","ort",10,7,1.21,3.35348465254902,36,4,0.407407407407407,0.73469387755102,24,5
"28e4d09","ort",10,7,1.21,3.35348465254902,36,4,0.407407407407407,0.73469387755102,24,5
"4fe8936","ort",10,4,1.04,2.82921701435156,32,3,0.25,2,24,5
"4fe8936","ort",10,4,1.04,2.82921701435156,32,3,0.25,2,24,5
"8e3163c","ort",10,8,1.47,4.34923514106274,76,7,0.578947368421053,1.1875,24,5
"8e3163c","ort",10,8,1.47,4.34923514106274,76,7,0.578947368421053,1.1875,24,5
"8efec54","ort",10,7,1.16,3.18993327611618,56,5,0.633928571428571,1.14285714285714,24,5
"8efec54","ort",10,7,1.16,3.18993327611618,56,5,0.633928571428571,1.14285714285714,24,5
"999cf56","ort",10,4,1.12,3.064854203293,30,5,0.65,1.875,24,5
"999cf56","ort",10,4,1.12,3.064854203293,30,5,0.65,1.875,24,5
"c5b472d","ort",10,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,24,5
"c5b472d","ort",10,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,24,5
"3f33372","ort",10,10,1.2,3.32011692273655,120,8,0.745238095238095,1.2,24,5
"3f33372","ort",10,10,1.2,3.32011692273655,120,8,0.745238095238095,1.2,24,5
"c1a7626","ort",10,10,1.02,2.7731947639643,234,5,0.662393162393162,2.34,24,5
"c1a7626","ort",10,10,1.02,2.7731947639643,234,5,0.662393162393162,2.34,24,5
"c6d611d","ort",10,9,0.93,2.53450917761785,216,4,0.666666666666667,2.66666666666667,24,5
"c6d611d","ort",10,9,0.93,2.53450917761785,216,4,0.666666666666667,2.66666666666667,24,5
"eb35e0e","ort",10,9,1.24,3.45561346476268,80,4,0.375,0.987654320987654,24,5
"eb35e0e","ort",10,9,1.24,3.45561346476268,80,4,0.375,0.987654320987654,24,5
"05269af","ort",10,8,1.45,4.26311451516882,90,7,0.614814814814815,1.40625,24,5
"05269af","ort",10,8,1.45,4.26311451516882,90,7,0.614814814814815,1.40625,24,5
"a2fa7dc","ort",10,15,1.04,2.82921701435156,272,4,0.598039215686274,1.20888888888889,24,5
"a2fa7dc","ort",10,15,1.04,2.82921701435156,272,4,0.598039215686274,1.20888888888889,24,5
"17829d9","ort",10,13,1.14,3.12676836518616,188,6,0.697872340425532,1.11242603550296,24,5
"17829d9","ort",10,13,1.14,3.12676836518616,188,6,0.697872340425532,1.11242603550296,24,5
"85b5cde","ort",10,9,1.14,3.12676836518616,100,6,0.716,1.23456790123457,24,5
"85b5cde","ort",10,9,1.14,3.12676836518616,100,6,0.716,1.23456790123457,24,5
"8b6be8b","ort",10,9,1.14,3.12676836518616,100,6,0.72,1.23456790123457,24,5
"8b6be8b","ort",10,9,1.14,3.12676836518616,100,6,0.72,1.23456790123457,24,5
"c7f0c3c","ort",10,12,1.09,2.97427407256307,174,6,0.742528735632184,1.20833333333333,24,5
"c7f0c3c","ort",10,12,1.09,2.97427407256307,174,6,0.742528735632184,1.20833333333333,24,5
"d66aaf3","ort",10,11,1.17,3.2219926385285,140,6,0.682857142857143,1.15702479338843,24,5
"d66aaf3","ort",10,11,1.17,3.2219926385285,140,6,0.682857142857143,1.15702479338843,24,5
"199cd1f","ovc",11,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,48,34
"25b86f8","ovc",11,7,1.19,3.28708120738312,57,5,0.614035087719298,1.16326530612245,48,34
"a9d41ac","ovc",11,3,1.36,3.89619330179521,12,4,0.166666666666667,1.33333333333333,48,34
"d750ab4","ovc",11,3,1.39,4.0148500529942,16,4,0,1.77777777777778,48,34
"e7b337f","ovc",11,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,48,34
"0a0cdfd","ovc",11,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,48,34
"d066ff3","ovc",11,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,48,34
"ec1b41d","ovc",11,5,1.07,2.915379499977,48,4,0.541666666666667,1.92,48,34
"edbf096","ovc",11,5,0.61,1.84043139878164,80,3,0.75,3.2,48,34
"aca37e9","ovc",11,9,0.97,2.63794445935415,76,3,0.368421052631579,0.938271604938272,48,34
"e7b87f6","ovc",11,9,1.22,3.38718773362133,81,5,0.580246913580247,1,48,34
"1df1a4c","oz7",12,5,0.85,2.33964685192599,68,3,0.529411764705882,2.72,43,32
"3e50b0b","oz7",12,7,1.52,4.57222519514216,52,6,0.446153846153846,1.06122448979592,43,32
"4461cee","oz7",12,13,0.68,1.97387773223045,208,4,0.807692307692308,1.23076923076923,43,32
"66dc084","oz7",12,7,1.47,4.34923514106274,80,6,0.5,1.63265306122449,43,32
"8d9d213","oz7",12,5,0.61,1.84043139878164,80,3,0.75,3.2,43,32
"3b9c106","oz7",12,11,1.35,3.85742553069697,156,7,0.632478632478632,1.28925619834711,43,32
"42e2535","oz7",12,6,1.45,4.26311451516882,38,5,0.368421052631579,1.05555555555556,43,32
"b2d3396","oz7",12,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,43,32
"c55803b","oz7",12,9,0.78,2.1814722654982,116,5,0.775862068965517,1.4320987654321,43,32
"0f19753","oz7",12,3,1.05,2.85765111806316,10,3,0.2,1.11111111111111,43,32
"289a626","oz7",12,5,1.16,3.18993327611618,18,4,0.481481481481481,0.72,43,32
"c9a1453","oz7",12,2,0,1,4,1,NA,1,43,32
"27e76ed","oz7",12,5,1.33,3.78104338756878,20,4,0.2,0.8,43,32
"3ef4870","oz7",12,7,0.89,2.43512965128987,48,3,0.5,0.979591836734694,43,32
"996706d","oz7",12,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,43,32
"b48e459","oz7",12,5,1.09,2.97427407256307,20,3,0.1,0.8,43,32
"461028c","oz7",12,4,1.35,3.85742553069697,28,4,0.142857142857143,1.75,43,32
"d9a1f84","oz7",12,5,1.14,3.12676836518616,48,5,0.614583333333333,1.92,43,32
"868f8d2","pb7",6,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,38,26
"9faa581","pb7",6,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,38,26
"b959f4a","pb7",6,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,38,26
"c6ff32a","pb7",6,5,1.01,2.74560101501692,24,3,0.333333333333333,0.96,38,26
"edd6bfb","pb7",6,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,38,26
"fa4dcee","pb7",6,5,0.97,2.63794445935415,56,3,0.392857142857143,2.24,38,26
"03f5aec","pb7",6,4,1.35,3.85742553069697,28,4,0.142857142857143,1.75,38,26
"7a0937f","pb7",6,5,0.95,2.58570965931585,49,4,0.63265306122449,1.96,38,26
"a5cd7fe","pb7",6,7,1.34,3.81904350536634,57,5,0.473684210526316,1.16326530612245,38,26
"c59ae72","pb7",6,3,1.32,3.74342137726086,16,4,0.25,1.77777777777778,38,26
"d2e3f38","pb7",6,3,1.28,3.59663972556928,14,4,0.333333333333333,1.55555555555556,38,26
"039b059","pft",12,6,1.06,2.88637098926796,34,4,0.568627450980392,0.944444444444444,23,8
"3e12355","pft",12,4,1.08,2.94467955106552,16,3,0.125,1,23,8
"54427bb","pft",12,3,1.2,3.32011692273655,17,4,0.411764705882353,1.88888888888889,23,8
"863803a","pft",12,7,1.57,4.80664819377518,56,6,0.428571428571429,1.14285714285714,23,8
"c56e84b","pft",12,6,0.6,1.82211880039051,50,3,0.76,1.38888888888889,23,8
"c91d5f6","pft",12,5,1.26,3.52542148736538,48,4,0.361111111111111,1.92,23,8
"0c424b1","pft",12,4,1.26,3.52542148736538,20,4,0.366666666666667,1.25,23,8
"25e6475","pft",12,5,1.45,4.26311451516882,25,6,0.52,1,23,8
"2c054f5","pft",12,4,1.26,3.52542148736538,44,4,0.333333333333333,2.75,23,8
"36fe929","pft",12,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,23,8
"6087c4f","pft",12,7,0.96,2.61169647342312,48,3,0.416666666666667,0.979591836734694,23,8
"6f88e3c","pft",12,5,1.56,4.75882124513785,24,5,0.166666666666667,0.96,23,8
"762af98","pft",12,5,1.56,4.75882124513785,24,5,0.166666666666667,0.96,23,8
"90a5871","pft",12,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,23,8
"a81db86","pft",12,7,1.54,4.66459027098813,46,7,0.557971014492754,0.938775510204082,23,8
"22a5d27","pol",13,3,1.53,4.61817682229978,17,5,0.176470588235294,1.88888888888889,16,2
"2e0fa7b","pol",13,4,1.01,2.74560101501692,24,3,0.333333333333333,1.5,16,2
"37caa3b","pol",13,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,16,2
"55898fb","pol",13,3,1.33,3.78104338756878,20,4,0.2,2.22222222222222,16,2
"9307d2b","pol",13,3,1.56,4.75882124513785,16,5,0.1875,1.77777777777778,16,2
"9f1dd32","pol",13,4,1.67,5.31216779718117,28,6,0.314285714285714,1.75,16,2
"b062a98","pol",13,4,1.56,4.75882124513785,24,5,0.166666666666667,1.5,16,2
"b597c66","pol",13,9,0.79,2.20339642625594,52,3,0.576923076923077,0.641975308641975,16,2
"c301c0c","pol",13,4,1.55,4.71147018259074,28,5,0.214285714285714,1.75,16,2
"f564b0b","pol",13,4,1.56,4.75882124513785,20,5,0.2,1.25,16,2
"031db1c","pol",13,7,1.07,2.915379499977,44,3,0.181818181818182,0.897959183673469,16,2
"0e91e40","pol",13,4,1.71,5.528961477624,14,6,0.257142857142857,0.875,16,2
"3a24201","pol",13,5,1.37,3.93535069547047,20,4,0.133333333333333,0.8,16,2
"53262e5","pol",13,4,1.58,4.85495581123743,18,5,0.111111111111111,1.125,16,2
"62edcc1","pol",13,5,1.15,3.15819290968977,28,4,0.428571428571429,1.12,16,2
"9f2f5aa","pol",13,5,1.54,4.66459027098813,22,6,0.418181818181818,0.88,16,2
"cd6857a","pol",13,7,1.63,5.10387471853673,52,6,0.353846153846154,1.06122448979592,16,2
"d0f4fbf","pol",13,7,1.56,4.75882124513785,40,6,0.44,0.816326530612245,16,2
"2d274d3","pty",15,4,1.56,4.75882124513785,16,5,0.1875,1,47,33
"59025e3","pty",15,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,47,33
"91cdf76","pty",15,5,0.93,2.53450917761785,65,4,0.641025641025641,2.6,47,33
"91f48ca","pty",15,6,0.82,2.27049983753241,64,4,0.708333333333333,1.77777777777778,47,33
"c9f54e6","pty",15,5,1.2,3.32011692273655,24,4,0.444444444444444,0.96,47,33
"2bc6e57","pty",15,6,1.25,3.49034295746184,28,4,0.333333333333333,0.777777777777778,47,33
"d21d9e0","pty",15,9,0.45,1.56831218549017,128,3,0.84375,1.58024691358025,47,33
"999f3aa","pty",15,7,1.34,3.81904350536634,57,5,0.473684210526316,1.16326530612245,47,33
"cebed56","pty",15,7,1.2,3.32011692273655,58,4,0.436781609195402,1.18367346938776,47,33
"0356e35","q39",11,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,20,8
"1caf723","q39",11,6,1.57,4.80664819377518,36,8,0.595238095238095,1,20,8
"3c9d583","q39",11,5,1.57,4.80664819377518,28,6,0.4,1.12,20,8
"5cbe9ba","q39",11,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,20,8
"9226cfb","q39",11,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,20,8
"a1d7628","q39",11,5,1.15,3.15819290968977,45,4,0.496296296296296,1.8,20,8
"aeafd9d","q39",11,5,1.26,3.52542148736538,48,4,0.361111111111111,1.92,20,8
"ec325ee","q39",11,5,1.16,3.18993327611618,57,5,0.614035087719298,2.28,20,8
"ed9937b","q39",11,4,1.45,4.26311451516882,28,5,0.321428571428571,1.75,20,8
"fadbccb","q39",11,5,0.93,2.53450917761785,65,4,0.641025641025641,2.6,20,8
"01b67c3","q39",11,3,0.87,2.38691085352428,24,3,0.5,2.66666666666667,20,8
"3071562","q39",11,3,0.69,1.99371553324308,8,2,0,0.888888888888889,20,8
"6ab7839","q39",11,3,1.23,3.42122953628967,18,4,0.37037037037037,2,20,8
"7969da5","q39",11,5,1.12,3.064854203293,53,4,0.522012578616352,2.12,20,8
"925d344","q39",11,3,1.05,2.85765111806316,20,3,0.2,2.22222222222222,20,8
"98b788d","q39",11,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,20,8
"b3f4244","q39",11,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,20,8
"ba6d57d","q39",11,5,1.1,3.00416602394643,56,4,0.476190476190476,2.24,20,8
"c37dde7","q39",11,5,1.54,4.66459027098813,40,6,0.46,1.6,20,8
"cee52e9","q39",11,4,1.28,3.59663972556928,14,4,0.333333333333333,0.875,20,8
"fea36f1","q39",11,6,0.6,1.82211880039051,50,3,0.76,1.38888888888889,20,8
"1c32f51","q39",11,3,1.36,3.89619330179521,12,4,0.166666666666667,1.33333333333333,20,8
"31cddf9","q39",11,5,0.99,2.69123447234926,41,4,0.626016260162602,1.64,20,8
"3cc314f","q39",11,3,1.04,2.82921701435156,16,3,0.25,1.77777777777778,20,8
"4172ddb","q39",11,4,0.72,2.05443321064389,48,3,0.666666666666667,3,20,8
"60a804a","q39",11,4,1.16,3.18993327611618,30,4,0.466666666666667,1.875,20,8
"771feaa","q39",11,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,20,8
"926ee68","q39",11,4,0.85,2.33964685192599,18,3,0.555555555555556,1.125,20,8
"af5a169","q39",11,5,1.58,4.85495581123743,46,7,0.536231884057971,1.84,20,8
"050dede","q3t",10,4,1.01,2.74560101501692,24,3,0.333333333333333,1.5,30,16
"320eaa0","q3t",10,7,1.2,3.32011692273655,60,4,0.444444444444444,1.22448979591837,30,16
"3869f8a","q3t",10,7,1.03,2.80106583469908,56,4,0.571428571428571,1.14285714285714,30,16
"7523e9f","q3t",10,7,1.04,2.82921701435156,49,4,0.578231292517007,1,30,16
"ac0f8d4","q3t",10,7,1.03,2.80106583469908,73,5,0.698630136986301,1.48979591836735,30,16
"b1eab51","q3t",10,4,1.85,6.35981952260183,28,7,0.261904761904762,1.75,30,16
"b898e9a","q3t",10,8,1.49,4.43709551900366,96,6,0.483333333333333,1.5,30,16
"c79facb","q3t",10,7,1.2,3.32011692273655,48,4,0.444444444444444,0.979591836734694,30,16
"be07db9","q3t",10,6,0.95,2.58570965931585,60,3,0.4,1.66666666666667,30,16
"30a266a","q3t",10,14,1.13,3.09565650012471,208,6,0.725,1.06122448979592,30,16
"8089e4e","q3t",10,19,1.16,3.18993327611618,366,8,0.790007806401249,1.01385041551247,30,16
"256bfa4","q3t",10,7,1.12,3.064854203293,72,4,0.518518518518518,1.46938775510204,30,16
"2b65576","q3t",10,5,1.09,2.97427407256307,52,4,0.538461538461538,2.08,30,16
"6aac857","q3t",10,6,0.8,2.22554092849247,56,3,0.571428571428571,1.55555555555556,30,16
"a1743c8","q3t",10,5,1.25,3.49034295746184,28,5,0.535714285714286,1.12,30,16
"18586c1","q61",4,9,1.66,5.2593108444469,81,7,0.448559670781893,1,42,30
"8165edb","q61",4,10,0.91,2.48432253338482,160,4,0.666666666666667,1.6,42,30
"e3579e4","q61",4,9,0.92,2.5092903899363,108,4,0.654320987654321,1.33333333333333,42,30
"ed184e8","q61",4,7,1.24,3.45561346476268,44,4,0.393939393939394,0.897959183673469,42,30
"2ed610f","q61",4,3,1.28,3.59663972556928,16,4,0.333333333333333,1.77777777777778,42,30
"334e626","q61",4,4,1.28,3.59663972556928,14,4,0.333333333333333,0.875,42,30
"835fd13","q61",4,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,42,30
"90e6ba0","q61",4,3,1.23,3.42122953628967,18,4,0.37037037037037,2,42,30
"bf1d9dc","q61",4,3,0.97,2.63794445935415,16,3,0.375,1.77777777777778,42,30
"94e77c1","q61",4,5,1.32,3.74342137726086,49,5,0.469387755102041,1.96,42,30
"00c217a","q8p",19,6,0.86,2.36316069370579,98,3,0.530612244897959,2.72222222222222,39,27
"232216d","q8p",19,5,1.03,2.80106583469908,64,5,0.703125,2.56,39,27
"2c5358d","q8p",19,6,1.08,2.94467955106552,92,5,0.679347826086957,2.55555555555556,39,27
"4b81ccd","q8p",19,8,1.28,3.59663972556928,62,4,0.344086021505376,0.96875,39,27
"8e0a7cc","q8p",19,5,1.31,3.7061737122102,52,5,0.519230769230769,2.08,39,27
"b40abe9","q8p",19,7,0.88,2.41089970641721,84,5,0.779761904761905,1.71428571428571,39,27
